tick,adc
158212,3799
158213,3803
158214,3799
158215,3806
158216,3801
158217,3801
158218,3800
158219,3801
158220,3799
158221,3803
158222,3803
158223,3801
158224,3802
158225,3802
158226,3802
158227,3799
158228,3799
158229,3802
158230,3799
158231,3802
158232,3799
158233,3799
158234,3795
158235,3802
158236,3801
158237,3799
158238,3801
158239,3802
158240,3801
158241,3796
158242,3799
158243,3799
158244,3799
158245,3800
158246,3798
158247,3802
158248,3799
158249,3801
158250,3801
158251,3803
158252,3801
158253,3803
158254,3799
158255,3797
158256,3800
158257,3801
158258,3795
158259,3803
158260,3800
158261,3805
158262,3797
158263,3799
158264,3802
158265,3800
158266,3824
158267,3806
158268,3802
158269,3801
158270,3800
158271,3799
158272,3805
158273,3801
158274,3798
158275,3803
158276,3805
158277,3803
158278,3787
158279,3795
158280,3803
158281,3801
158282,3803
158283,3796
158284,3805
158285,3801
158286,3800
158287,3799
158288,3802
158289,3797
158290,3799
158291,3798
158292,3803
158293,3799
158294,3801
158295,3799
158296,3806
158297,3801
158298,3795
158299,3799
158300,3802
158301,3802
158302,3801
158303,3799
158304,3805
158305,3809
158307,3799
158308,3794
158309,3805
158310,3799
158311,3800
158312,3798
158313,3802
158314,3803
158315,3797
158316,3798
158317,3802
158318,3807
158319,3795
158320,3799
158321,3801
158322,3803
158323,3800
158324,3804
158325,3805
158326,3801
158327,3801
158328,3795
158329,3801
158330,3802
158331,3794
158332,3799
158333,3799
158334,3805
158335,3801
158336,3798
158337,3804
158338,3803
158339,3801
158340,3803
158341,3803
158342,3801
158343,3797
158344,3802
158345,3803
158346,3795
158347,3797
158348,3798
158349,3801
158350,3800
158351,3802
158352,3799
158353,3801
158354,3801
158355,3799
158356,3801
158357,3798
158358,3800
158359,3800
158360,3798
158361,3803
158362,3803
158363,3803
158364,3798
158365,3801
158366,3802
158367,3803
158368,3803
158369,3799
158370,3790
158371,3799
158372,3803
158373,3803
158374,3795
158375,3799
158376,3799
158377,3803
158378,3800
158379,3803
158380,3799
158381,3799
158382,3803
158383,3801
158384,3788
158385,3798
158386,3801
158387,3797
158388,3802
158389,3799
158390,3798
158391,3803
158392,3798
158393,3795
158394,3797
158395,3799
158396,3792
158397,3797
158398,3801
158399,3797
158400,3799
158401,3799
158402,3801
158403,3803
158404,3802
158405,3806
158406,3807
158407,3803
158408,3801
158409,3805
158410,3804
158411,3799
158412,3801
158413,3800
158414,3801
158415,3802
158416,3803
158417,3797
158418,3801
