tick,adc
168678,3781
168679,3781
168680,3779
168681,3783
168682,3778
168683,3775
168684,3782
168685,3785
168686,3775
168687,3781
168688,3775
168689,3780
168690,3779
168691,3785
168692,3778
168693,3779
168694,3771
168695,3779
168696,3782
168697,3782
168698,3778
168699,3784
168700,3779
168701,3779
168702,3786
168703,3781
168704,3778
168705,3787
168706,3782
168707,3777
168708,3779
168709,3782
168710,3783
168711,3781
168712,3779
168713,3779
168714,3779
168715,3781
168716,3780
168717,3778
168718,3779
168719,3779
168720,3781
168721,3775
168722,3783
168723,3779
168724,3779
168725,3779
168726,3783
168727,3783
168728,3775
168729,3777
168730,3773
168731,3775
168732,3779
168733,3781
168734,3779
168735,3779
168736,3777
168737,3779
168738,3787
168739,3779
168740,3780
168741,3784
168742,3782
168743,3779
168744,3781
168745,3777
168746,3784
168747,3779
168748,3766
168749,3783
168750,3784
168751,3779
168752,3782
168753,3783
168754,3779
168755,3782
168756,3782
168757,3781
168758,3785
168759,3775
168760,3781
168761,3778
168762,3781
168763,3779
168764,3778
168765,3782
168766,3783
168767,3781
168768,3781
168769,3779
168770,3781
168771,3779
168772,3781
168773,3781
168774,3784
168775,3783
168776,3783
168777,3782
168778,3784
168779,3779
168780,3779
168781,3777
168782,3788
168783,3783
168784,3766
168785,3783
168786,3788
168787,3781
168788,3781
168789,3783
168790,3788
168791,3779
168792,3782
168793,3781
168794,3772
168795,3783
168796,3782
168797,3781
168798,3778
168799,3779
168800,3781
168801,3779
168802,3785
168803,3787
168804,3782
168805,3783
168806,3781
168807,3778
168808,3782
168809,3781
168810,3786
168811,3785
168812,3779
168813,3777
168814,3772
168815,3783
168816,3783
168817,3778
168818,3780
168819,3777
168820,3781
168821,3775
168822,3777
168823,3781
168824,3781
168825,3779
168826,3775
168827,3779
168828,3779
168829,3783
168830,3783
168831,3779
168832,3781
168833,3779
168834,3783
168835,3779
168836,3782
168837,3779
168838,3785
168839,3781
168840,3779
168841,3777
168842,3782
168843,3775
168844,3783
168845,3779
168846,3782
168847,3783
168848,3775
168849,3779
168850,3783
168851,3779
168852,3775
168853,3777
168854,3783
168855,3783
168856,3780
168857,3781
168858,3782
168859,3779
168860,3783
168861,3782
168862,3782
168863,3781
168864,3782
168865,3779
168866,3778
168867,3779
168868,3784
168869,3781
168870,3782
168871,3779
168872,3780
168873,3779
168874,3782
168875,3781
168876,3787
168877,3779
168878,3781
168879,3783
168880,3782
168881,3779
168882,3778
168883,3781
168884,3783
168885,3779
168886,3782
168887,3783
168888,3783
168889,3777
168890,3786
168891,3787
168892,3778
168893,3775
168894,3778
168895,3783
168896,3783
168897,3777
168898,3775
168899,3779
168900,3783
168901,3769
168902,3779
168903,3781
168904,3779
168905,3779
168906,3779
168907,3783
168908,3783
168909,3775
168910,3774
168911,3772
168912,3763
168913,3757
168914,3757
168915,3748
168916,3737
168917,3731
168918,3729
168919,3722
168920,3718
168921,3712
168922,3706
168923,3694
168924,3687
168925,3680
168926,3672
168927,3669
168928,3659
168929,3654
168930,3644
168931,3641
168932,3635
168933,3621
168934,3617
168935,3613
168936,3607
168937,3591
168938,3584
168939,3589
168940,3579
168941,3563
168942,3562
168943,3557
168944,3543
168945,3537
168946,3531
168947,3528
168948,3517
168949,3509
168950,3502
168951,3499
168952,3489
168953,3478
168954,3468
168955,3475
168956,3458
168957,3451
168958,3442
168959,3417
168960,3423
168962,3409
168963,3398
168964,3397
168965,3371
168966,3376
168967,3375
168968,3370
168969,3358
168970,3349
168971,3344
168972,3334
168973,3333
168974,3312
168975,3315
168976,3311
168977,3300
168978,3289
168979,3283
168980,3275
168981,3263
168982,3255
168983,3222
168984,3242
168985,3241
168986,3232
168987,3226
168988,3214
168989,3211
168990,3193
168991,3198
168992,3188
168993,3177
168994,3179
168995,3141
168996,3158
168997,3141
168998,3137
168999,3130
169000,3130
169001,3123
169002,3109
169003,3106
169004,3099
169005,3096
169006,3081
169007,3074
169008,3075
169009,3064
169010,3051
169011,3042
169012,3045
169013,3042
169014,3021
169015,3016
169016,3013
169017,3002
169018,2995
169019,2987
169020,2979
169021,2971
169022,2963
169023,2952
169024,2945
169025,2939
169026,2930
169027,2925
169028,2917
169029,2907
169030,2897
169031,2892
169032,2900
169033,2882
169034,2873
169035,2859
169036,2857
169037,2843
169038,2839
169039,2832
169040,2823
169041,2836
169042,2809
169043,2803
169044,2793
169045,2791
169046,2779
169047,2770
169048,2770
169049,2762
169050,2754
169051,2746
169052,2737
169053,2733
169054,2723
169055,2714
169056,2702
169057,2699
169058,2693
169059,2658
169060,2687
169061,2674
169062,2663
169063,2659
169064,2655
169065,2637
169066,2635
169067,2630
169068,2626
169069,2617
169070,2609
169071,2604
169072,2595
169073,2596
169074,2579
169075,2574
169076,2571
169077,2564
169078,2551
169079,2545
169080,2541
169081,2536
169082,2525
169083,2523
169084,2513
169085,2508
169086,2503
169087,2491
169088,2481
169089,2480
169090,2466
169091,2461
169092,2455
169093,2449
169094,2439
169095,2443
169096,2415
169097,2406
169098,2410
169099,2395
169100,2392
169101,2381
169102,2374
169103,2326
169104,2357
169105,2341
169106,2335
169107,2339
169108,2327
169109,2315
169110,2259
169111,2299
169112,2317
169113,2316
169114,2283
169115,2274
169116,2279
169117,2258
169118,2253
169119,2250
169120,2237
169121,2226
169122,2241
169123,2213
169124,2203
169125,2192
169126,2187
169127,2181
169128,2174
169129,2130
169130,2154
169131,2157
169132,2141
169133,2139
169134,2130
169135,2121
169136,2116
169137,2114
169138,2097
169139,2083
169140,2079
169141,2077
169142,2069
169143,2059
169144,2055
169145,2045
169146,2037
169147,2033
169148,1991
169149,2020
169150,2006
169151,2006
169152,1991
169153,1987
169154,1979
169155,1969
169156,1963
169157,1955
169158,1969
169159,1953
169160,1940
169161,1933
169162,1928
169163,1918
169164,1929
169165,1904
169166,1897
169167,1883
169168,1870
169169,1871
169170,1860
169171,1860
169172,1850
169173,1841
169174,1830
169175,1827
169176,1815
169177,1809
169178,1809
169179,1795
169180,1785
169181,1778
169182,1771
169183,1761
169184,1770
169185,1736
169186,1735
169187,1734
169188,1725
169189,1716
169190,1706
169191,1699
169192,1689
169193,1684
169194,1705
169195,1667
169196,1658
169197,1650
169198,1650
169199,1635
169200,1602
169201,1622
169202,1625
169203,1610
169204,1603
169205,1596
169206,1591
169207,1580
169208,1581
169209,1564
169210,1553
169211,1556
169212,1547
169213,1533
169214,1538
169215,1522
169216,1509
169217,1505
169218,1503
169219,1495
169220,1481
169221,1482
169222,1477
169223,1465
169224,1453
169225,1448
169226,1442
169227,1433
169228,1419
169229,1420
169230,1422
169231,1408
169232,1400
169233,1393
169234,1386
169235,1381
169236,1363
169237,1358
169238,1332
169239,1347
169240,1330
169241,1333
169242,1324
169243,1307
169244,1306
169245,1296
169246,1292
169247,1285
169248,1277
169249,1265
169250,1260
169251,1246
169252,1240
169253,1229
169254,1216
169255,1213
169256,1205
169257,1195
169258,1191
169259,1181
169260,1173
169261,1162
169262,1157
169263,1147
169264,1139
169265,1137
169266,1132
169267,1125
169268,1129
169269,1097
169270,1091
169271,1084
169272,1075
169273,1067
169274,1061
169275,1053
169276,1048
169277,1034
169278,1032
169279,1022
169280,1003
169281,998
169282,984
169283,964
169284,981
169285,974
169286,968
169287,959
169288,946
169289,941
169290,932
169291,926
169292,915
169293,909
169294,905
169295,901
169296,893
169297,885
169298,876
169299,874
169300,869
169301,854
169302,840
169303,834
169304,825
169305,825
169306,814
169307,804
169308,793
169309,796
169310,786
169311,785
169312,767
169313,762
169314,757
169315,755
169316,729
169317,733
169318,712
169319,717
169320,707
169321,701
169322,691
169323,685
169324,678
169325,680
169326,663
169327,660
169328,649
169329,641
169330,636
169331,620
169332,622
169333,612
169334,613
169335,609
169336,589
169337,588
169338,588
169339,574
169340,562
169341,553
169342,549
169343,546
169344,510
169345,529
169346,524
169347,516
169348,509
169349,504
169350,496
169351,489
169352,482
169353,476
169354,470
169355,462
169356,452
169357,444
169358,438
169359,429
169360,432
169361,423
169362,412
169363,400
169364,398
169365,389
169366,379
169367,375
169368,368
169369,360
169370,353
169371,350
169372,342
169373,319
169374,327
169375,312
169376,311
169377,306
169378,293
169379,288
169380,278
169381,273
169382,268
169383,265
169384,251
169385,241
169386,233
169387,225
169388,217
169389,207
169390,208
169391,191
169392,187
169393,187
169394,175
169395,168
169396,161
169397,151
169398,152
169399,143
169400,139
169401,138
169402,141
169403,139
169404,143
169405,144
169406,139
169407,136
169408,138
169409,137
169410,136
169411,133
169412,137
169413,139
169414,138
169415,140
169416,140
169417,137
169418,138
169419,130
169420,136
169421,133
169422,137
169423,139
169424,136
169425,130
169426,132
169427,141
169428,133
169429,138
169430,137
169431,138
169432,141
169433,138
169434,139
169435,141
169436,146
169437,145
169438,145
169439,143
169440,148
169441,149
169442,146
169443,147
169444,144
169445,152
169446,152
169447,157
169448,167
169449,165
169450,162
169451,170
169452,162
169453,169
169454,164
169455,167
169456,159
169457,164
169458,164
169459,177
169460,156
169461,165
169462,164
169463,177
169464,164
169465,169
169466,174
169467,161
169468,169
169469,177
169470,183
169471,178
169472,176
169473,165
169474,179
169475,179
169476,174
169477,178
169478,175
169479,182
169480,168
169481,179
169482,181
169483,182
169484,177
169485,180
169486,188
169487,184
169488,183
169489,188
169490,183
169491,188
169492,201
169493,198
169494,194
169495,194
169496,192
169497,197
169498,189
169499,247
169500,198
169501,200
169502,198
169503,203
169504,208
169505,202
169506,201
169507,209
169508,215
169509,205
169510,213
169511,209
169512,211
169513,210
169514,211
169515,218
169516,218
169517,220
169518,217
169519,220
169520,216
169521,218
169522,212
169523,211
169524,216
169525,220
169526,216
169527,226
169528,211
169529,221
169530,224
169531,233
169532,222
169533,218
169534,215
169535,228
169536,222
169537,222
169538,225
169539,214
169540,222
169541,217
169542,217
169543,225
169544,221
169545,224
169546,221
169547,228
169548,218
169549,226
169550,225
169551,222
169552,221
169553,225
169554,219
169555,230
169556,225
169557,220
169558,220
169559,224
169560,225
169561,229
169562,218
169563,219
169564,216
169565,231
169566,220
169567,229
169568,221
169569,225
169570,226
169571,219
169572,230
169573,221
169574,227
169575,225
169576,224
169577,216
169578,218
169579,229
169580,222
169581,232
169582,218
169583,224
169584,222
169585,229
169586,222
169587,223
169588,234
169589,226
169590,217
169591,217
169592,220
169593,228
169594,222
169595,218
169596,228
169597,224
169598,222
169599,214
169600,231
169601,220
169602,221
169603,225
169604,221
169605,223
169606,218
169607,228
169608,222
169609,221
169610,233
169611,221
169612,221
169613,225
169614,217
169615,226
169616,223
169617,219
169618,218
169619,229
169620,236
169621,223
169622,221
169623,229
169624,223
169625,222
169626,224
169627,230
169628,217
169629,233
169630,220
169631,234
169632,219
169633,223
169634,225
169635,220
169636,222
169637,214
169638,225
169639,230
169640,204
169641,223
169642,225
169643,222
169644,222
169645,218
169646,229
169647,218
169648,225
169649,216
169650,227
169651,222
169652,228
169653,224
169654,226
169655,227
169656,229
169657,227
169658,219
169659,223
169660,232
169661,211
169662,222
169663,217
169664,225
169665,228
169666,220
169667,226
169668,222
169669,221
169670,215
169671,229
169672,216
169673,225
169674,230
169675,223
169676,220
169677,230
169678,218
169679,230
169680,217
169681,224
169682,223
169683,222
169684,221
169685,224
169686,223
169687,224
169688,221
169689,224
169690,227
169691,227
169692,223
169693,219
169694,222
169695,220
169696,222
169697,230
169698,214
169699,219
169700,219
169701,226
169702,222
169703,221
169704,222
169705,217
169706,234
169707,222
169708,224
169709,222
169710,231
169711,230
169712,229
169713,223
169714,219
169715,231
169716,216
169717,230
169718,230
169719,226
169720,223
169721,224
169722,222
169723,230
169724,219
169725,225
169726,222
169727,228
169728,214
169729,225
169730,225
169731,225
169732,227
169733,218
169734,215
169735,227
169736,227
169737,227
169738,227
169739,221
169740,223
169741,217
169742,221
169743,227
169744,217
169745,222
169746,230
169747,231
169748,227
169749,224
169750,217
169751,229
169752,220
169753,221
169754,219
169755,222
169756,228
169757,228
169758,223
169759,225
169760,230
169761,230
169762,229
169763,220
169764,226
169765,224
169766,220
169767,222
169768,223
169769,228
169770,232
169771,224
169772,222
169773,219
169774,228
169775,222
169776,224
169777,226
169778,229
169779,222
169780,230
169781,221
169782,221
169783,224
169784,229
169785,220
169786,225
169787,225
