tick,adc
163298,3766
163299,3779
163300,3778
163301,3779
163302,3778
163303,3779
163304,3781
163305,3779
163306,3775
163307,3781
163308,3780
163309,3783
163310,3779
163311,3779
163312,3780
163313,3783
163314,3783
163315,3779
163316,3780
163317,3779
163318,3782
163319,3779
163320,3786
163321,3785
163322,3783
163323,3781
163324,3784
163325,3771
163326,3771
163327,3781
163328,3786
163329,3771
163330,3785
163331,3782
163332,3788
163333,3781
163334,3781
163335,3781
163336,3796
163337,3781
163338,3775
163339,3781
163340,3780
163341,3785
163342,3783
163343,3779
163344,3780
163345,3781
163346,3782
163347,3781
163348,3780
163349,3779
163350,3781
163351,3777
163352,3781
163353,3782
163354,3783
163355,3783
163356,3785
163357,3779
163358,3783
163359,3784
163360,3778
163361,3775
163362,3785
163363,3769
163364,3780
163365,3781
163366,3783
163367,3779
163368,3777
163369,3785
163370,3785
163371,3779
163372,3778
163373,3779
163374,3783
163375,3781
163376,3777
163377,3775
163378,3779
163379,3779
163380,3784
163381,3782
163382,3781
163383,3779
163384,3782
163385,3779
163386,3768
163387,3781
163388,3782
163389,3783
163390,3775
163391,3775
163392,3780
163393,3783
163394,3780
163395,3782
163396,3785
163397,3781
163398,3781
163399,3778
163400,3781
163401,3781
163402,3781
163403,3775
163404,3782
163405,3779
163406,3785
163407,3779
163408,3786
163409,3783
163410,3778
163411,3785
163412,3779
163413,3781
163414,3782
163415,3773
163416,3770
163417,3785
163418,3779
163419,3777
163420,3781
163421,3779
163422,3771
163423,3783
163424,3783
163425,3779
163426,3783
163427,3777
163428,3781
163429,3777
163430,3781
163431,3781
163432,3779
163433,3779
163434,3775
163435,3779
163436,3786
163437,3779
163438,3782
163439,3781
163440,3779
163441,3783
163442,3780
163443,3770
163444,3780
163445,3782
163446,3779
163447,3779
163448,3779
163449,3781
163450,3781
163451,3779
163452,3780
163453,3781
163454,3781
163455,3777
163456,3782
163457,3780
163458,3780
163459,3779
163460,3775
163461,3784
163462,3778
163463,3781
163464,3780
163465,3782
163466,3781
163467,3779
163468,3780
163469,3783
163470,3774
163471,3779
163472,3774
163473,3782
163474,3779
163475,3785
163476,3779
163477,3781
163478,3783
163479,3779
163480,3782
163481,3779
163482,3779
163483,3779
163484,3777
163485,3785
163486,3783
163487,3776
163488,3772
163489,3784
163490,3786
163491,3781
163492,3779
163493,3785
163494,3782
163495,3783
163496,3778
163497,3783
163498,3787
163499,3781
163500,3779
163501,3779
163502,3783
163503,3777
163504,3779
163505,3783
163506,3781
163507,3779
163508,3782
163509,3789
163510,3783
163511,3779
163512,3775
163513,3783
163514,3784
163515,3779
163516,3767
163517,3788
163518,3775
163519,3779
163520,3780
163521,3784
163522,3781
163523,3779
163524,3779
163525,3775
163526,3786
163527,3785
163528,3782
163529,3779
163530,3784
163531,3783
163532,3774
163533,3781
163534,3781
163535,3778
163536,3779
163537,3782
163538,3784
163539,3778
163540,3782
163541,3780
163542,3779
163543,3779
163544,3779
163545,3783
163546,3783
163547,3776
163548,3778
163549,3777
163550,3779
163551,3779
163552,3779
163553,3781
163554,3779
163555,3777
163556,3782
163557,3783
163558,3778
163559,3781
163560,3778
163561,3791
163562,3770
163563,3779
163564,3778
163565,3781
163566,3781
163567,3783
163568,3778
163569,3779
163570,3779
163571,3783
163572,3779
163573,3781
163574,3782
163575,3779
163576,3778
163577,3783
163578,3781
163579,3779
163580,3782
163581,3783
163582,3783
163583,3779
163584,3779
163585,3775
163586,3781
163587,3781
163588,3781
163589,3779
163590,3782
163591,3786
163592,3781
163593,3779
163594,3781
163595,3779
163596,3779
163597,3779
163598,3775
163599,3781
163600,3781
163601,3775
163602,3781
163603,3779
163604,3776
